Ticket_ID,Issue_Category,Priority,Resolution_Time,Engineer_Cost,Client_Type,Escalation_Count,Customer_Rating
101758,Network,Critical,3.65,44,Medium,3,5.0
101759,Database,Low,,67,Small,3,3.6
101760,Hardware,Medium,9.52,46,Enterprise,1,4.3
101761,Software,Critical,,44,Enterprise,0,2.8
101762,Email,High,8.96,67,Enterprise,0,3.9
101763,Database,Low,11.7,78,Medium,0,4.2
101764,Software,Medium,7.4,49,Medium,2,2.6
101765,Software,High,11.24,90,Small,0,3.2
101766,Software,Medium,,43,Small,3,3.5
101767,Security,Low,1.77,76,Medium,2,2.5
101768,Email,Low,2.24,39,Small,3,3.0
101769,Software,Medium,,28,Small,1,4.9
101770,Network,Low,11.39,98,Medium,2,3.8
101771,Hardware,Medium,,20,Medium,2,4.2
101772,Hardware,Low,0.73,29,Small,1,2.9
101773,Email,Low,2.31,88,Small,1,2.5
101774,Software,Medium,2.74,57,Enterprise,1,2.7
101775,Database,Critical,7.23,43,Small,2,3.7
101776,Security,Medium,,69,Enterprise,3,3.8
101777,Network,Low,4.55,55,Medium,2,3.3
101778,Security,Medium,9.84,70,Medium,0,2.6
101779,Software,Low,2.19,62,Medium,3,4.4
101780,Database,Low,4.73,23,Medium,2,2.7
101781,Network,Low,,36,Small,3,4.4
101782,Network,High,3.27,63,Medium,3,3.0
101783,Security,Medium,1.42,55,Small,0,4.5
101784,Email,High,,58,Enterprise,0,3.2
101785,Security,High,8.94,28,Medium,3,4.5
101786,Security,Low,,33,Small,3,3.8
101787,Email,Low,5.35,91,Medium,2,4.1
101788,Software,Low,2.21,59,Enterprise,2,2.6
101789,Database,Critical,6.88,98,Medium,3,3.5
101790,Email,Medium,7.76,73,Small,2,4.6
101791,Email,Low,1.18,58,Small,3,3.4
101792,Hardware,Low,,72,Small,3,4.9
101793,Network,Medium,4.75,41,Enterprise,2,3.9
101794,Security,High,,41,Small,2,4.8
101795,Software,Medium,,99,Enterprise,3,4.8
101796,Hardware,Low,,69,Small,3,2.9
101797,Network,Low,6.76,77,Small,3,4.7
101798,Network,Medium,6.7,46,Small,1,3.5
101799,Database,Low,6.0,72,Medium,1,4.9
101800,Database,Low,0.58,29,Enterprise,2,4.8
101801,Email,High,1.7,58,Small,2,4.4
101802,Hardware,Medium,2.54,99,Medium,2,3.9
101803,Hardware,Low,3.08,49,Medium,2,3.6
101804,Email,Medium,,60,Small,0,3.5
101805,Hardware,High,4.5,40,Medium,1,4.2
101806,Hardware,Medium,,36,Small,1,4.6
101807,Network,Low,7.32,67,Enterprise,0,4.8
101808,Hardware,Low,,46,Small,1,3.7
101809,Hardware,Medium,4.66,93,Enterprise,1,3.1
101810,Network,Low,10.79,26,Medium,0,4.4
101811,Email,High,8.64,37,Enterprise,0,3.2
101812,Network,High,8.89,79,Small,1,4.8
101813,Network,Low,6.36,94,Small,2,5.0
101814,Network,Medium,7.38,84,Small,3,2.6
101815,Hardware,Low,3.17,64,Medium,3,4.8
101816,Email,Low,10.66,88,Medium,0,2.7
101817,Network,Critical,9.7,83,Medium,3,3.3
101818,Database,Medium,,92,Enterprise,0,3.1
101819,Software,Low,3.53,81,Small,2,4.2
101820,Security,High,3.02,23,Medium,2,3.1
101821,Database,Low,1.84,96,Medium,3,3.6
101822,Hardware,Medium,1.38,56,Small,1,3.6
101823,Software,Low,10.17,66,Small,3,4.8
101824,Network,High,8.72,54,Small,0,4.4
101825,Email,Medium,6.56,82,Small,2,3.5
101826,Email,Low,,24,Enterprise,2,3.5
101827,Security,Critical,7.1,85,Small,1,4.6
101828,Email,Low,6.87,68,Medium,2,4.6
101829,Network,Medium,3.63,63,Medium,1,3.2
101830,Hardware,Medium,11.72,21,Medium,0,4.5
101831,Software,High,8.56,24,Medium,0,4.8
101832,Network,Medium,9.35,47,Small,3,3.0
101833,Software,Critical,10.89,77,Enterprise,3,4.7
101834,Network,Critical,,95,Small,0,4.8
101835,Security,High,9.09,50,Enterprise,1,4.2
101836,Email,Low,,72,Small,3,3.2
101837,Security,Medium,11.08,95,Small,2,3.4
101838,Email,Critical,6.87,75,Small,2,3.5
101839,Security,Medium,3.44,82,Medium,3,4.1
101840,Database,Medium,2.11,68,Small,2,2.7
101841,Security,High,9.78,43,Enterprise,3,4.3
101842,Database,Low,0.82,95,Small,1,4.9
101843,Hardware,Low,7.37,58,Medium,0,2.9
101844,Email,Critical,7.25,96,Small,0,2.9
101845,Hardware,Low,9.0,87,Enterprise,3,3.4
101846,Security,Low,3.57,41,Small,0,4.2
101847,Hardware,Medium,4.24,33,Small,3,3.3
101848,Hardware,High,8.08,51,Small,0,3.7
101849,Security,Critical,11.99,22,Small,0,4.2
101850,Security,Medium,10.58,82,Medium,1,4.4
101851,Network,Low,5.37,65,Small,1,3.3
101852,Hardware,Medium,,41,Small,1,3.2
101853,Software,Medium,11.97,99,Small,3,2.8
101854,Database,High,0.76,64,Enterprise,3,4.9
101855,Database,Low,4.81,69,Enterprise,2,4.8
101856,Database,Low,7.3,82,Enterprise,3,4.6
101857,Email,Medium,10.59,70,Medium,1,3.3
101858,Email,Medium,11.02,26,Enterprise,3,3.9
101859,Network,Medium,9.45,82,Small,3,3.7
101860,Network,Low,7.16,53,Medium,3,3.5
101861,Database,Medium,2.3,33,Small,1,3.5
101862,Network,Critical,5.27,31,Enterprise,1,4.3
101863,Hardware,Low,,75,Medium,2,3.4
101864,Hardware,Medium,0.73,96,Enterprise,1,3.1
101865,Software,High,,88,Small,2,2.9
101866,Hardware,Critical,3.98,70,Small,3,2.9
101867,Security,Low,2.08,87,Medium,2,3.1
101868,Email,Low,5.92,67,Small,3,4.0
101869,Security,Medium,6.78,36,Medium,2,3.7
101870,Hardware,Low,0.52,33,Small,2,4.9
101871,Email,Medium,8.7,82,Medium,1,4.5
101872,Network,Medium,10.32,48,Medium,2,3.6
101873,Network,Medium,8.5,20,Small,2,3.6
101874,Database,Low,7.43,95,Small,3,3.7
101875,Security,Low,2.79,83,Small,3,3.4
101876,Database,Low,8.91,92,Medium,0,4.8
101877,Email,Medium,1.32,83,Medium,0,4.5
101878,Security,Low,,51,Small,2,4.2
101879,Network,Low,11.38,26,Small,3,3.6
101880,Database,Low,1.4,45,Small,1,3.5
101881,Hardware,Medium,,76,Small,0,4.1
101882,Security,Medium,1.87,20,Small,3,4.2
101883,Email,Low,9.93,74,Enterprise,1,2.9
101884,Software,Critical,0.91,98,Small,3,4.8
101885,Software,Low,10.03,40,Small,0,3.0
101886,Email,Low,11.99,47,Small,0,3.1
101887,Database,Medium,,51,Medium,3,3.4
101888,Email,Medium,10.11,73,Medium,1,3.2
101889,Email,Low,,43,Medium,2,4.2
101890,Network,Low,6.93,57,Small,3,3.8
101891,Security,Low,0.98,60,Small,2,3.8
101892,Hardware,Low,,56,Enterprise,2,3.0
101893,Hardware,Critical,8.37,59,Small,3,4.6
101894,Hardware,Low,6.61,58,Small,0,4.6
101895,Network,Medium,9.91,72,Small,2,4.4
101896,Software,High,2.45,84,Enterprise,2,3.8
101897,Security,Low,5.06,70,Enterprise,0,4.6
101898,Network,Critical,,26,Small,2,2.9
101899,Security,High,11.04,90,Small,0,4.8
101900,Software,Low,1.7,57,Small,1,3.2
101901,Network,Low,1.86,28,Small,0,3.0
101902,Email,Low,,61,Small,1,4.0
101903,Hardware,Critical,1.98,90,Small,3,2.6
101904,Email,High,11.23,35,Small,3,4.3
101905,Database,Low,7.33,92,Enterprise,3,3.9
101906,Software,High,4.45,44,Medium,0,4.1
101907,Database,Medium,2.55,72,Small,1,3.7
101908,Network,Medium,3.34,25,Medium,2,3.6
101909,Software,High,4.2,64,Medium,3,3.7
101910,Software,Critical,3.2,36,Small,3,4.3
101911,Security,Low,4.4,51,Medium,3,3.9
101912,Security,Medium,6.81,46,Enterprise,0,4.8
101913,Hardware,Medium,1.19,67,Small,1,3.4
101914,Database,High,0.78,63,Medium,3,3.3
101915,Security,Medium,7.14,73,Medium,0,4.3
101916,Email,Low,,32,Medium,0,3.2
101917,Network,Medium,10.24,68,Enterprise,0,3.1
101918,Hardware,High,9.31,25,Medium,3,4.4
101919,Hardware,Medium,3.97,44,Medium,0,4.5
101920,Network,Medium,1.71,81,Small,0,4.5
101921,Email,Low,6.57,98,Enterprise,3,3.8
101922,Security,Medium,,98,Small,1,4.3
101923,Software,High,11.88,55,Small,1,3.8
101924,Software,Medium,,84,Small,2,3.8
101925,Email,Critical,5.79,93,Enterprise,3,4.9
101926,Network,Low,0.61,64,Enterprise,1,3.9
101927,Hardware,Medium,4.26,75,Medium,3,2.8
101928,Hardware,Low,0.8,27,Medium,2,4.0
101929,Software,High,10.69,68,Medium,3,4.6
101930,Email,Medium,0.69,29,Small,2,4.4
101931,Email,High,10.69,99,Small,3,3.9
101932,Network,Low,5.12,29,Small,2,4.4
101933,Email,High,4.55,50,Enterprise,1,4.9
101934,Security,Medium,1.06,40,Medium,1,4.5
101935,Email,High,2.1,66,Small,3,2.9
101936,Network,Low,5.83,49,Small,0,3.8
101937,Email,Low,1.16,38,Medium,3,3.8
101938,Hardware,Critical,,72,Medium,0,4.9
101939,Network,Medium,1.72,56,Small,2,2.8
101940,Security,Medium,4.43,27,Small,3,4.9
101941,Security,Medium,6.75,60,Small,0,3.0
101942,Hardware,High,,66,Medium,2,3.1
101943,Security,Low,5.99,25,Enterprise,2,3.3
101944,Email,Low,3.43,51,Small,1,4.8
101945,Security,High,1.13,88,Small,0,4.9
101946,Network,Low,9.87,85,Small,1,3.5
101947,Network,Medium,4.75,82,Medium,2,3.2
101948,Security,Low,1.26,23,Small,0,4.6
101949,Email,Low,2.93,24,Medium,1,4.3
101950,Hardware,High,8.31,25,Medium,1,3.8
101951,Software,Low,5.84,37,Small,3,3.3
101952,Database,Low,10.25,40,Small,0,3.8
101953,Software,High,5.6,67,Small,2,3.0
101954,Email,Medium,1.55,75,Medium,0,3.9
101955,Database,Low,,68,Small,0,3.4
101956,Network,Low,6.9,36,Small,1,4.1
101957,Database,Low,7.88,23,Enterprise,3,4.9
101958,Database,Medium,,55,Small,2,2.7
101959,Network,High,2.77,55,Small,1,5.0
101960,Email,High,5.48,58,Small,1,2.6
101961,Security,Medium,4.97,51,Small,3,2.8
101962,Hardware,High,6.87,45,Enterprise,1,3.0
101963,Network,Medium,9.87,53,Small,3,4.3
101964,Security,High,,59,Small,1,2.6
101965,Software,Critical,10.76,20,Small,3,3.6
101966,Database,High,,90,Medium,2,4.2
101967,Email,Low,3.07,27,Small,2,3.9
101968,Database,Low,0.81,36,Medium,2,3.8
101969,Network,Medium,6.68,96,Medium,1,2.8
101970,Database,High,2.49,72,Enterprise,2,3.9
101971,Network,Medium,11.22,32,Enterprise,1,3.4
101972,Hardware,Medium,9.29,53,Medium,0,4.9
101973,Security,Low,3.73,20,Small,0,2.8
101974,Software,Medium,6.0,54,Medium,1,4.8
101975,Security,Medium,1.32,27,Small,2,4.9
101976,Network,Low,8.68,32,Small,1,4.9
101977,Network,Low,3.54,58,Small,1,5.0
101978,Hardware,Medium,10.19,73,Small,2,4.2
101979,Email,Medium,2.88,61,Small,1,4.4
101980,Database,Low,11.87,32,Medium,3,3.3
101981,Email,Low,2.15,73,Small,0,3.2
101982,Network,Medium,,71,Small,0,2.9
101983,Database,Medium,4.58,77,Small,3,3.9
101984,Email,Medium,7.45,99,Small,1,3.0
101985,Security,Medium,8.03,26,Small,1,4.9
101986,Software,High,6.74,45,Medium,1,2.6
101987,Software,High,10.43,68,Small,3,3.6
101988,Software,Low,1.95,82,Enterprise,3,3.3
101989,Security,Medium,8.88,41,Small,2,5.0
101990,Software,Medium,0.98,90,Small,0,3.3
101991,Database,Critical,8.46,31,Small,2,2.7
101992,Software,High,1.6,53,Medium,1,3.6
101993,Security,Medium,0.7,59,Small,0,4.6
101994,Database,High,10.57,54,Small,0,3.4
101995,Software,Medium,10.73,39,Medium,3,4.9
101996,Hardware,High,4.9,35,Medium,3,4.7
101997,Database,Low,1.25,60,Small,1,3.9
101998,Hardware,Medium,11.02,22,Small,0,4.7
101999,Email,Low,8.52,22,Medium,3,2.6
102000,Security,Low,3.16,60,Small,3,3.2
102001,Database,Critical,4.68,90,Medium,3,4.3
102002,Security,High,3.87,39,Small,1,4.9
102003,Database,High,4.88,94,Medium,0,3.7
102004,Software,High,4.36,67,Small,0,2.8
102005,Email,Low,2.11,79,Enterprise,3,4.0
102006,Security,Medium,4.24,28,Enterprise,1,3.9
102007,Email,Low,2.48,50,Medium,2,3.9
102008,Email,Medium,9.9,33,Medium,1,2.7
102009,Security,Medium,2.78,46,Medium,3,4.7
102010,Email,Medium,8.82,40,Enterprise,0,4.5
102011,Software,Critical,6.16,49,Medium,3,2.9
102012,Email,Low,8.66,40,Small,0,3.6
102013,Network,High,,80,Medium,0,4.9
102014,Database,High,5.16,84,Medium,1,3.2
102015,Security,Low,3.41,21,Medium,0,3.2
102016,Email,Low,0.92,23,Medium,2,3.4
102017,Network,Medium,2.36,59,Small,0,4.2
102018,Network,Low,8.4,23,Medium,3,3.4
102019,Hardware,High,,72,Small,2,3.7
102020,Hardware,Critical,6.34,41,Small,1,3.8
102021,Database,Medium,,89,Medium,1,4.2
102022,Software,Low,7.31,95,Small,0,4.4
102023,Hardware,Low,3.77,38,Small,2,2.9
102024,Email,Medium,3.25,95,Medium,3,4.2
102025,Network,Medium,11.82,59,Small,3,3.7
102026,Email,Medium,,80,Enterprise,3,4.7
102027,Software,Medium,3.97,89,Enterprise,3,4.2
102028,Security,Medium,2.36,77,Small,1,4.5
102029,Network,Critical,7.81,32,Enterprise,1,4.8
102030,Database,Low,,88,Medium,0,3.7
102031,Network,Low,,70,Medium,3,3.9
102032,Software,Medium,8.87,64,Small,3,3.4
102033,Network,Critical,10.77,79,Small,1,4.0
102034,Email,Critical,11.84,59,Small,0,4.0
102035,Hardware,High,4.58,27,Small,1,5.0
102036,Software,Low,6.7,35,Enterprise,1,3.4
102037,Network,Low,,54,Enterprise,0,4.2
102038,Email,Medium,8.73,58,Small,2,3.7
102039,Hardware,Medium,9.84,42,Enterprise,0,3.6
102040,Security,Medium,,99,Small,0,3.4
102041,Security,Low,1.5,62,Small,3,4.0
102042,Network,Medium,8.21,77,Enterprise,2,4.6
102043,Software,Low,11.33,26,Small,1,4.3
102044,Hardware,Critical,11.43,50,Small,0,2.6
102045,Software,Low,10.62,64,Small,3,4.3
102046,Software,Medium,,89,Medium,2,4.6
102047,Software,Medium,3.61,57,Enterprise,3,4.8
102048,Email,High,10.1,91,Small,3,3.6
102049,Security,High,9.17,71,Small,1,3.4
102050,Software,Critical,6.64,21,Small,2,3.4
102051,Network,High,4.98,44,Small,2,3.6
102052,Network,High,6.75,91,Medium,3,3.7
102053,Security,Low,10.42,45,Small,1,4.4
102054,Email,Medium,4.41,44,Small,2,2.5
102055,Network,Medium,1.53,56,Small,0,3.8
102056,Email,Low,,22,Enterprise,3,4.9
102057,Security,Low,10.19,57,Medium,0,3.8
102058,Software,Low,11.59,24,Medium,3,3.0
102059,Email,Critical,1.93,52,Medium,3,3.5
102060,Security,Low,5.88,30,Small,1,4.8
102061,Email,Low,9.36,64,Small,1,3.3
102062,Network,Critical,10.61,47,Small,2,2.6
102063,Network,Medium,2.34,79,Medium,1,3.6
102064,Software,Medium,7.91,94,Medium,1,4.7
102065,Network,Low,2.58,96,Small,1,3.8
102066,Security,Critical,5.1,44,Medium,1,4.4
102067,Security,Medium,9.45,86,Enterprise,3,3.8
102068,Hardware,Medium,,59,Medium,0,2.7
102069,Hardware,Medium,3.18,55,Small,2,3.3
102070,Hardware,Low,,25,Medium,3,3.6
102071,Database,Medium,9.27,27,Enterprise,0,2.9
102072,Hardware,Low,9.19,35,Small,1,4.2
102073,Software,Medium,,32,Small,2,2.8
102074,Email,Medium,5.91,22,Small,2,3.7
102075,Database,Medium,9.98,20,Medium,0,3.1
102076,Software,Medium,,72,Small,3,3.5
102077,Network,Low,8.48,72,Enterprise,0,4.4
102078,Email,Low,6.26,83,Small,2,3.3
102079,Email,High,11.57,53,Small,1,2.7
102080,Hardware,High,4.1,94,Enterprise,2,2.8
102081,Network,High,8.1,41,Medium,2,3.1
102082,Security,Critical,1.84,51,Medium,1,3.5
102083,Network,Low,11.35,73,Enterprise,2,4.0
102084,Network,Critical,0.57,60,Small,0,4.4
102085,Database,Medium,1.28,41,Medium,2,2.9
102086,Network,Medium,10.84,35,Small,3,4.7
102087,Security,Medium,0.57,66,Small,3,3.0
102088,Database,Medium,8.6,37,Small,2,4.0
102089,Database,Low,,99,Enterprise,2,3.7
102090,Database,Medium,11.99,66,Small,2,4.1
102091,Database,Medium,3.48,44,Small,2,3.1
102092,Network,Medium,0.85,91,Small,2,4.8
102093,Database,Low,11.89,97,Small,1,4.5
102094,Hardware,Medium,2.44,94,Enterprise,2,3.7
102095,Network,Medium,9.49,49,Medium,2,3.5
102096,Database,Low,5.32,36,Enterprise,1,4.5
102097,Database,Low,11.67,28,Medium,0,4.3
102098,Network,Low,5.49,75,Enterprise,3,3.3
102099,Hardware,Medium,,48,Small,2,4.0
102100,Email,Low,2.43,76,Enterprise,3,3.9
102101,Hardware,Critical,6.69,83,Small,2,4.5
102102,Hardware,Low,5.18,94,Medium,3,2.8
102103,Database,Low,3.15,55,Enterprise,2,2.8
102104,Database,Medium,11.84,93,Small,0,3.5
102105,Database,High,1.08,26,Medium,2,3.9
102106,Software,Medium,7.45,26,Small,0,3.9
102107,Security,Medium,6.69,30,Small,0,4.7
102108,Software,High,,87,Small,2,3.5
102109,Database,Critical,,89,Small,2,2.9
102110,Database,Low,,54,Medium,3,3.8
102111,Hardware,Low,,76,Medium,3,4.6
102112,Email,Low,4.72,62,Small,3,3.0
102113,Database,Low,6.06,41,Medium,3,2.8
102114,Hardware,High,3.98,89,Medium,2,3.3
102115,Hardware,High,,76,Small,2,2.8
102116,Hardware,Low,11.18,62,Small,1,4.6
102117,Email,Medium,6.43,80,Medium,0,4.3
102118,Hardware,Medium,5.29,29,Enterprise,0,4.6
102119,Software,Critical,6.66,62,Medium,3,4.8
102120,Database,Low,10.31,45,Small,1,3.1
102121,Network,Low,7.44,58,Medium,1,3.3
102122,Security,Low,0.93,78,Medium,2,4.7
102123,Network,Low,,48,Enterprise,0,2.7
102124,Email,Low,6.91,82,Small,3,3.6
102125,Hardware,Critical,,34,Small,1,4.7
102126,Software,Critical,9.67,49,Small,0,3.4
102127,Security,High,0.86,55,Medium,2,4.2
102128,Software,Medium,,48,Small,2,3.6
102129,Hardware,Low,,83,Small,3,4.3
102130,Network,Medium,10.1,63,Medium,2,4.9
102131,Database,High,11.92,33,Small,1,3.3
102132,Network,Medium,3.85,51,Small,0,4.8
102133,Software,Low,10.81,94,Enterprise,2,2.5
102134,Security,Low,,38,Small,2,4.2
102135,Network,Low,8.38,99,Small,0,3.1
102136,Database,Medium,4.76,55,Small,1,4.2
102137,Network,Low,0.95,46,Small,3,4.1
102138,Database,Medium,11.48,94,Small,2,4.1
102139,Database,High,,79,Small,2,4.6
102140,Security,High,6.12,73,Enterprise,0,3.5
102141,Hardware,High,2.8,71,Medium,1,4.1
102142,Email,High,6.35,26,Small,1,3.9
102143,Database,High,2.06,28,Small,0,4.7
102144,Database,Low,7.38,57,Small,3,3.0
102145,Software,Medium,9.93,79,Small,2,3.3
102146,Hardware,High,,38,Medium,0,4.3
102147,Network,Low,9.15,78,Medium,3,2.7
102148,Hardware,Low,,44,Small,0,4.1
102149,Security,Medium,1.96,58,Medium,0,2.5
102150,Software,Low,,71,Enterprise,1,4.7
102151,Network,High,,74,Small,3,4.0
102152,Email,Critical,4.09,73,Small,2,4.0
102153,Hardware,Medium,,22,Medium,3,3.5
102154,Network,High,6.91,29,Small,1,3.0
102155,Email,Medium,5.21,63,Small,2,2.7
102156,Database,Low,5.78,21,Medium,1,2.9
102157,Hardware,Medium,5.5,73,Small,0,3.7
102158,Database,Low,,82,Small,0,4.9
102159,Security,Low,11.89,83,Small,2,4.6
102160,Email,Medium,8.19,57,Enterprise,2,3.9
102161,Software,Low,11.76,79,Medium,1,4.4
102162,Email,Critical,4.95,56,Small,0,3.6
102163,Security,High,8.03,79,Medium,0,2.6
102164,Hardware,Medium,10.04,24,Small,0,3.9
102165,Hardware,Low,7.18,57,Enterprise,3,4.9
102166,Security,Low,,49,Small,0,3.3
102167,Hardware,Critical,6.52,26,Medium,0,3.6
102168,Email,Medium,,47,Enterprise,0,2.7
102169,Email,Medium,,91,Small,3,2.5
102170,Security,Medium,1.24,26,Small,3,3.5
102171,Security,Medium,0.6,87,Medium,1,4.8
102172,Software,Medium,2.28,25,Medium,1,3.0
102173,Security,Low,11.21,67,Medium,3,4.0
102174,Hardware,Medium,8.55,30,Small,1,3.2
102175,Software,High,2.1,87,Enterprise,3,3.5
102176,Network,Low,3.83,69,Small,2,4.9
102177,Hardware,Critical,9.96,79,Medium,3,3.6
102178,Software,Low,8.44,56,Small,0,3.3
102179,Software,Medium,,70,Medium,0,4.8
102180,Software,Medium,8.77,62,Small,0,4.3
102181,Email,Low,5.21,20,Medium,1,3.0
102182,Email,Critical,7.44,79,Medium,2,2.6
102183,Hardware,Medium,7.43,89,Small,0,4.4
102184,Database,High,,67,Medium,0,4.8
102185,Database,Low,,28,Small,2,4.8
102186,Security,Low,9.07,27,Small,1,2.9
102187,Database,Low,11.72,52,Enterprise,1,2.8
102188,Network,Low,9.0,59,Medium,0,2.7
102189,Hardware,Low,4.97,50,Small,3,4.0
102190,Hardware,Critical,,45,Medium,3,4.5
102191,Network,Medium,7.52,96,Medium,1,3.7
102192,Hardware,Medium,,62,Small,2,4.8
102193,Network,Low,9.69,34,Enterprise,2,5.0
102194,Email,High,6.24,50,Small,2,4.8
102195,Email,High,1.22,66,Small,0,3.4
102196,Email,Low,6.69,80,Small,2,4.9
102197,Email,Medium,11.98,95,Medium,2,3.1
102198,Hardware,Low,3.67,70,Small,3,3.9
102199,Network,Low,1.95,27,Medium,1,3.0
102200,Email,High,,85,Medium,2,3.4
102201,Email,High,1.93,33,Small,2,3.5
102202,Email,Medium,9.58,85,Small,2,3.1
102203,Network,Medium,1.02,37,Small,0,4.9
102204,Email,Medium,5.32,79,Medium,0,3.4
102205,Security,Critical,0.7,76,Enterprise,3,4.8
102206,Database,Low,1.26,73,Small,2,4.4
102207,Software,Low,6.62,84,Small,1,3.1
102208,Email,Low,5.75,64,Small,2,4.7
102209,Hardware,Low,0.71,33,Medium,1,3.4
102210,Database,High,8.22,66,Medium,0,3.0
102211,Network,Low,,55,Small,1,3.2
102212,Network,Low,7.78,52,Small,0,3.6
102213,Security,Low,7.5,94,Medium,0,3.3
102214,Hardware,High,,24,Small,3,3.1
102215,Network,Low,9.34,63,Enterprise,0,3.8
102216,Hardware,Low,,58,Medium,1,3.2
102217,Security,High,8.47,65,Small,2,2.7
102218,Email,Low,3.81,76,Small,0,2.7
102219,Security,Medium,6.28,84,Enterprise,0,3.7
102220,Software,High,9.36,50,Small,3,2.7
102221,Security,Medium,4.34,90,Small,3,4.0
102222,Email,Low,,50,Small,2,2.5
102223,Database,Low,0.95,85,Medium,3,4.0
102224,Software,Medium,8.28,41,Small,3,2.5
102225,Hardware,Medium,9.12,22,Small,2,2.7
102226,Hardware,Low,,55,Medium,1,5.0
102227,Hardware,Medium,10.41,49,Small,0,2.6
102228,Email,High,6.18,51,Enterprise,3,4.2
102229,Software,Low,4.42,32,Small,3,3.5
102230,Database,Medium,6.21,57,Small,0,4.4
102231,Hardware,Medium,11.86,79,Enterprise,0,5.0
102232,Database,Low,3.88,45,Medium,1,3.7
102233,Hardware,Medium,,35,Small,3,3.0
102234,Hardware,Medium,,24,Small,3,2.7
102235,Database,Low,3.8,61,Medium,2,2.9
102236,Network,High,2.37,50,Medium,2,4.5
102237,Software,Low,,79,Medium,1,3.1
102238,Network,High,9.92,20,Medium,3,3.6
102239,Email,Medium,1.23,32,Small,2,3.3
102240,Hardware,Critical,,62,Small,0,3.1
102241,Email,Low,9.1,38,Medium,0,3.3
102242,Hardware,Low,9.16,68,Small,1,4.7
102243,Security,Low,2.5,48,Small,1,4.9
102244,Security,Low,7.34,32,Medium,0,3.0
102245,Hardware,Medium,8.33,28,Small,1,4.8
102246,Software,Low,,81,Enterprise,2,3.4
102247,Security,Medium,9.87,42,Small,1,3.7
102248,Software,Medium,5.28,49,Small,1,2.7
102249,Email,Low,3.49,79,Medium,0,3.3
102250,Network,Medium,,86,Medium,3,3.7
102251,Network,High,5.77,48,Enterprise,0,2.7
102252,Network,Critical,,41,Small,0,2.9
102253,Hardware,Low,,63,Small,2,3.6
102254,Security,High,0.52,87,Small,0,4.3
102255,Hardware,Critical,,85,Small,3,2.7
102256,Database,High,11.17,90,Small,2,3.3
102257,Security,High,8.43,60,Medium,1,3.4
102258,Security,Low,6.24,21,Medium,0,4.2
102259,Software,High,2.75,79,Medium,1,2.9
102260,Hardware,Low,4.7,34,Enterprise,2,2.9
102261,Email,High,,96,Small,0,4.2
102262,Hardware,Low,8.23,25,Medium,2,3.9
102263,Security,Critical,6.85,78,Small,1,5.0
102264,Network,Medium,11.5,62,Medium,0,3.2
102265,Hardware,Low,2.55,98,Enterprise,1,2.8
102266,Database,Low,1.02,20,Small,2,3.7
102267,Network,High,6.99,26,Small,3,4.3
102268,Security,Low,3.77,26,Small,0,4.3
102269,Database,Low,7.46,89,Medium,3,4.9
102270,Security,Low,9.01,74,Small,1,4.1
102271,Security,High,,89,Medium,3,4.2
102272,Network,High,2.96,96,Medium,3,3.1
102273,Security,High,11.13,21,Small,3,4.7
102274,Network,Medium,,76,Small,1,4.4
102275,Hardware,High,8.32,83,Enterprise,0,4.5
102276,Security,Medium,,45,Small,3,4.3
102277,Security,Medium,0.83,37,Small,0,3.8
102278,Software,High,3.07,40,Small,1,4.6
102279,Security,Low,6.0,98,Small,3,3.0
102280,Security,High,10.8,98,Small,0,2.7
102281,Email,Critical,7.24,88,Small,3,2.6
102282,Security,Low,3.04,77,Medium,0,4.6
102283,Hardware,High,5.53,50,Medium,3,2.9
102284,Network,Low,1.51,74,Medium,3,4.1
102285,Email,Medium,2.26,93,Enterprise,2,3.3
102286,Network,High,9.36,45,Small,2,3.4
102287,Database,Medium,,22,Small,3,2.7
102288,Software,High,,50,Medium,2,4.5
102289,Database,Medium,,53,Medium,3,4.7
102290,Software,High,3.33,54,Small,2,3.1
102291,Database,Medium,2.1,42,Medium,3,3.0
102292,Hardware,Critical,,92,Medium,3,4.8
102293,Email,High,6.38,41,Medium,3,2.9
102294,Email,High,5.54,91,Enterprise,1,2.7
102295,Security,High,1.25,73,Enterprise,0,3.2
102296,Hardware,Critical,4.12,99,Enterprise,0,4.3
102297,Database,Medium,9.46,24,Enterprise,3,4.9
102298,Hardware,Low,1.79,52,Medium,1,3.6
102299,Network,Low,7.94,54,Small,2,2.6
102300,Hardware,Medium,2.38,92,Small,0,4.1
102301,Email,Medium,11.79,41,Small,0,4.1
102302,Software,High,,98,Enterprise,1,4.1
102303,Database,High,2.02,55,Small,1,4.2
102304,Email,Low,,98,Small,2,3.4
102305,Network,High,,74,Small,0,3.3
102306,Hardware,Medium,8.5,97,Small,0,3.5
102307,Software,High,4.82,61,Medium,0,3.9
102308,Software,Low,7.65,59,Medium,2,4.1
102309,Security,High,6.36,86,Medium,3,3.9
102310,Email,High,5.46,67,Small,3,2.9
102311,Security,High,,68,Medium,0,4.4
102312,Hardware,Medium,7.85,32,Enterprise,0,4.3
102313,Email,High,9.23,31,Small,3,3.4
102314,Network,Critical,4.48,26,Medium,3,3.4
102315,Security,Low,10.66,46,Small,2,3.2
102316,Hardware,Medium,11.65,95,Small,1,3.8
102317,Hardware,Low,,63,Enterprise,1,3.2
102318,Software,Low,2.39,35,Medium,0,4.6
